orgnr;navn;ansatte;hjemmeside;beskrivelse;auto_kategori;auto_ord;auto_typer;manual_informativ (ja/nei);manual_forretningstype
925536725;EASE LIVE AS;14;;Utvikling og lisensiering av SaaS teknologi til en internasjonal mediebransje tilhørende IT-konsulentvirksomhet, systemutvikling og design.;specific;design internasjonal it-konsulentvirksomhet lisensiering mediebransje saas systemutvikling tilhørende;product/SaaS, consulting/staffing;;
997950879;EASY AT WORK AS;13;;Utvikling og salg av applikasjoner og softwareløsninger og rådgivning i inn- og utland.;specific;applikasjoner inn- softwareløsninger utland;product/SaaS, consulting/staffing;;
980050491;EASY PARK AS;36;www.easypark.no;Utvikling, markedsføring av parkeringssystem.;generic;parkeringssystem;;;
931606050;EASYPLAY AS;5;;Programmering.;generic;ering progra;;;
827968072;ECI SOFTWARE SOLUTIONS NORWAY AS;15;;Investering i aksjer og verdipapir, selskaper, selskapsandeler og fast eiendom samt alt som står i forbindelse med dette.;specific;fast selskaper selskapsandeler verdipapir;real estate/investment;;
924597984;ECIT DIGITAL SOFTWARE AS;12;;Utvikle og selge egne system og levere tjenester knyttet til dette. Selskapet driver også generell konsulentvirksomhet innen internett, programvareutvikling, regnskap og økonomi.;specific;egne internett knyttet regnskap økonomi;consulting/staffing;;
930816620;ECIT F&A TECH AS;14;;Investere i selskaper og eiendom og alt annet som naturlig faller sammen med dette, herunder å delta i andre selskaper med lignende virksomhet, kjøp og salg av aksjer, eller på annen måte gjøre seg interessert i andre foretagende.;specific;faller foretagende gjøre interessert investere måte seg selskaper;real estate/investment;;
928678075;EDDA ANALYTICS AS;13;;Utvikling og salg av software og tjenester knyttet til dette.;generic;knyttet;;;
991939490;EFAKTOR AS;10;www.efaktor.no;Programmeringstjenester og konsulenttjenester tilknyttet forvaltning og drift av it-systemer. Levere tjenester i forbindelse med læring via internett. Alle slags tjenester i spenningsfeltet mellom internett, it og pedagogikk samt virksomhet forbundet med dette.;specific;eringstjenester forbundet forvaltning internett it-systemer læring mellom pedagogikk progra slags spenningsfeltet via;consulting/staffing, operations/hosting;;
990808414;EG CHECKWARE AS;24;www.checkware.com;Salg, utvikling og konsulentvirksomhet innen programvare.;boilerplate;;consulting/staffing;;
982506395;EG HOLTE AS;71;www.holte.no;Programvare, tjenester og kurs. Digitale bransjeløsninger innen kalkulasjon, prosjektstyring og gjennomføring av prosjekter.;specific;bransjeløsninger digitale gjennomføring kalkulasjon kurs prosjektstyring;;;
968992600;EG RETAIL AS;59;www.eg.no;Salg, utvikling og konsulentvirksomhet innen programvare.;boilerplate;;consulting/staffing;;
917081859;EGDE CONSULTING AS;83;www.egde.no;Utvikling, rådgivning og konsulenttjenester innen informasjonsteknologi, forretningsutvikling, prosjektledelse, test- og testledelse, samt investerer i selskaper og/eller aksjer i selskaper med tilknytning til slik virksomhet og annet som naturlig faller sammen med dette.;specific;faller forretningsutvikling investerer prosjektledelse selskaper test- testledelse;consulting/staffing, real estate/investment;;
919444509;EGH AS;5;egh-as.com;Konsulentvirksomhet innen automasjon.;generic;automasjon;consulting/staffing;;
930779849;EHRA TALENT SOLUTIONS AS;17;;Utvikling og salg av software, konsulentvirksomhet innen software og utviklingsprosjekter.;generic;utviklingsprosjekter;consulting/staffing;;
931264079;ELBITS AS;41;;Programmering. Drift av web-portaler.;specific;ering progra web-portaler;operations/hosting;;
920755984;ELD365 AS;5;;Utvikle eigne hardware- og softwareløysingar med det formål å hjelpe små og mellomstore bedrifter spare energi gjennom overvaking, automatisert styring og gjennomføring av fysiske tiltak. Eld365 skal og utvikle heilt nye teknologi- og tenesteløysingar for små og mellomstore bedrifter som skal hjelpe dei med energisparing.;specific;automatisert dei eigne eld energi energisparing fysiske gjennom gjennomføring hardware- heilt hjelpe mellomstore nye overvaking små softwareløysingar spare styring teknologi- tenesteløysingar tiltak;hardware/electronics;;
912774007;ELECTRIC FRIENDS AS;5;;Utvikling og forvaltning av software og hardware, derunder lisensiering og salg, samt å eie og investere i andre virksomheter.;specific;derunder eie forvaltning hardware investere lisensiering;product/SaaS, hardware/electronics;;
920766854;ELEKT AS;5;;Programmering.;generic;ering progra;;;
925514721;ELKEM DIGITAL OFFICE AS;6;www.elkem.no;Drive utvikling og implementering av digitale modeller og styringssystemer for forbedring av effektivitet og lønnsomhet i industrielle tilvirkningsprosesser, samt alt som derved står i forbindelse.;specific;derved digitale effektivitet forbedring implementering industrielle lønnsomhet modeller styringssystemer tilvirkningsprosesser;;;
926408739;EMLOGIC AS;57;;Utvikling av elektronikk og programvare.;generic;elektronikk;hardware/electronics;;
933993124;ENDRE TECH AS;5;;Programmering.;generic;ering progra;;;
930811858;ENDUSER AS;6;;Konsulenttjenester innan programmering/software.;specific;ering innan progra;consulting/staffing;;
933481662;ENERGEE AS;5;;Programvareutvikling.;boilerplate;;;;
927611074;ENERGI.AI AS;14;;Bygge og videreutvikle software og datadreven innovasjon, samt det som naturlig faller inn under dette.;specific;bygge datadreven faller inn innovasjon videreutvikle;;;
917540640;ENIN AS;9;www.enin.ai;Utvikling av teknologi for dataanalyse samt gjennomføring av dataanalyse. Salg av disse analysene samt abonnent på lignende.;specific;abonnent analysene dataanalyse disse gjennomføring;;;
933674169;ENMO AS;6;;Programmering.;generic;ering progra;;;
976786270;ENONIC AS;15;;Programvareutvikling.;boilerplate;;;;
985471029;ENOVATE AS;10;www.enovate.no;Kommersielt orientert utvikling, produksjon, salg og distribusjon av teknologi, metoder og produkter, herunder programvare, og alt som kan forbindes med dette og tjene dette formål, herunder eierskap i andre selskap.;specific;distribusjon eierskap ersielt forbindes metoder orientert tjene;;;
920868797;ENTAIL AS;19;;Konsulentvirksomhet innen ingeniør- og programmeringstjenester.;specific;eringstjenester ingeniør- progra;consulting/staffing;;
917422575;ENTUR AS;439;;Service og billettsalg.;generic;billettsalg;;;
826455152;ENVISION-IT AS;6;;Å utvikle digitale løsninger for eiendoms- og byggebransjen, samt investere i digitale løsninger for eiendoms- og byggebransjen og fast eiendom, herunder eiendomsutvikling, samt det som naturlig står i forbindelse med dette.;specific;byggebransjen digitale eiendoms- eiendomsutvikling fast investere;real estate/investment;;
998082625;ENVO AS;28;;Utvikling og salg av software, salg av hardware, konsulentbistand og alt hva hermed står i forbindelse.;generic;hardware konsulentbistand;consulting/staffing, hardware/electronics;;
820355512;EPIC TRONDHEIM AS;6;;Programvarelisensiering, -implementering, -støtte og relaterte tjenester.;specific;implementering programvarelisensiering støtte;;;
935609070;EPILOG AS;5;;Programvareutvikling.;boilerplate;;;;
995215748;EPINOVA AS;93;;Konsulentvirksomhet innen IT.;boilerplate;;consulting/staffing;;
983746802;EPSIS AS;11;www.epsis.com;Kommersialiserer, markedsfører og selger dataprogrammer og konsulenttjenester til oljeselskap og serviceindustri i inn- og utland.;specific;dataprogra ersialiserer inn- markedsfører oljeselskap selger serviceindustri utland;consulting/staffing;;
925140260;EQTA AS;6;;Utvikling og drift av AI løsninger for å fremme emosjonell intelligens, EQ, og språk hos barn for å øke deres livsmestring samt å ha eierskap i lignende virksomheter.;specific;barn deres eierskap emosjonell fre hos intelligens livsmestring språk øke;operations/hosting;;
998927854;ESMART SYSTEMS AS;59;www.esmartsystems.com;Utvikling av softwareløsninger for bruk i energimarkedet.;specific;bruk energimarkedet softwareløsninger;;;
920998704;ETAIN AS;10;www.etain.ai;Utvikling og salg av porgramvare, løsninger og salg av konsulenttjenester.;generic;porgramvare;consulting/staffing;;
926858963;ETERO AS;5;www.etero.no;IT programmeringstjenester samt web og applikasjonsutvikling.;specific;applikasjonsutvikling eringstjenester progra web;product/SaaS;;
936578357;EVERSPRING AS;34;;Lojalitetsløsninger som gavekort og verdikoder, IT løsninger samt bransjeløsninger for betalinger inkludert betalingsformidling og låneformidling.;specific;betalinger betalingsformidling bransjeløsninger gavekort inkludert lojalitetsløsninger låneformidling verdikoder;;;
917448043;EXABEL AS;6;;Informasjonsteknologi, herunder utvikling, drift, salg og lisensiering av programvare.;generic;lisensiering;product/SaaS;;
935918316;EXACTIO AS;5;;Programvareutvikling.;boilerplate;;;;
814739082;EXEBENUS AS;11;;Utikling av programvare for olje og gass industrien.;specific;gass industrien olje utikling;;;
919423153;EXELA TECHNOLOGIES AS;9;www.banctec.com;Tilby tjenester innen finansielle transaksjoner og dokumenthåndtering samt hva som naturlig hører inn under dette.;specific;dokumenthåndtering finansielle inn tilby transaksjoner;;;
933638308;EXIO AS;7;;Programmering.;generic;ering progra;;;
954165892;EXTENDA RETAIL AS;24;www.extendaretail.com;Kjøp, utvikling og salg av mikrosystemer.;generic;mikrosystemer;;;
995572400;EYASYS AS;17;;Utvikling, markedsføring, salg, leveranse og vedlikehold av produkter og tjenester innenfor datasystemer og maskinvare.;generic;maskinvare;hardware/electronics;;
915487467;EYR MEDICAL AS;15;www.eyr.md;Utvikling av applikasjoner og teknologi for bruk innen digital helse og telemedisin.;specific;applikasjoner bruk digital helse telemedisin;product/SaaS;;
989590014;F24 NORDICS AS;35;cim-no.f24.com;Konsulenttjenester, utvikling, salg og drift av dataløsninger for informasjonshåndtering i beredskaps- og krisesituasjoner, samt hva dermed står i forbindelse, herunder deltakelse i beslektet eller annen virksomhet.;specific;beredskaps- beslektet dataløsninger deltakelse informasjonshåndtering krisesituasjoner;consulting/staffing, operations/hosting;;
985284350;F24 NORGE AS;12;www.f24.com/no/produkter/service-notification/;Utviking og salg av online tjenester på internett.;specific;internett online utviking;;;
927158442;FAIRSIGHT AS;6;;Utvikle og selge teknologi og programvare til bruk innen arbeidslivet. Konsulentvirksomhet som støtter oppunder dette.;specific;arbeidslivet bruk oppunder støtter;consulting/staffing;;
989112007;FARA AS;41;www.fara.no;Utvikle, produsere og selge systemer for elektronisk billettering, samt deltakelse i andre selskaper og lignende virksomheter.;specific;billettering deltakelse elektronisk selskaper;;;
918744150;FARMFORCE AS;12;www.farmforce.com;Utvikling av programvare og leveranse av tjenester for kvalitetssikring og sporing av produkter innen jordbruk.;specific;jordbruk kvalitetssikring sporing;;;
931855654;FAST TRAVEL AS;14;;Levere både software og infrastruktur for å håndtere og drifte tilbydertjenester på lufthavner, togstasjon, hoteller, taxiholdeplasser, der vi har løsninger for smartere taxikøer eller taximarkedsplasser. Tjenestene kan utvides til å dekke flere behov i taxibransjen og på knutepunktene, som wayfinding, formidling buss,;specific;behov buss dekke der flere formidling har hoteller håndtere infrastruktur knutepunktene lufthavner smartere taxibransjen taxiholdeplasser taxikøer taximarkedsplasser tilbydertjenester tjenestene togstasjon utvides wayfinding;;;
934954858;FAUNUS HUB AS;5;;Programmeringstjenester.;generic;eringstjenester progra;;;
934039459;FAVO AS;11;;Programmering.;generic;ering progra;;;
922255709;FAVRIT AS;24;web.favrit.com;Forske og utvikle software knyttet til salg og optimalisering av tjenester og produkter.;specific;forske knyttet optimalisering;;;
927208407;FC QUIZ AS;6;;Utvikling av applikasjoner.;generic;applikasjoner;product/SaaS;;
883759702;FDVHUSET AS;21;;Programmering.;generic;ering progra;;;
934279220;FENCE AS;11;;Konsulenttjenester innen IT.;boilerplate;;consulting/staffing;;
917865205;FERDIA AS;6;;Utvikling og drift av programvare.;boilerplate;;operations/hosting;;
993177407;FIBREWORKS CONSULTING AS;6;www.fibreworks.no;IT-rådgivning og utvikling.;generic;it-rådgivning;consulting/staffing;;
825918302;FIDL AS;8;;Utvikling av digitale løsninger for utdanning og det som følger naturlig til dette.;specific;digitale følger utdanning;;;
832436542;FIELD GEOSPATIAL AS;163;;Programmering.;generic;ering progra;;;
924963840;FIELDNODE AS;8;;Drifte, utvikle og selge programvare til bruk og utnyttelse av additiv produksjon.;specific;additiv bruk utnyttelse;;;
913312465;FIKEN AS;80;www.fiken.no;Programvareutvikling og salg. Konsulentvirksomhet.;boilerplate;;consulting/staffing;;
926086758;FINDABLE AS;24;;Utvikle og selge programvare til bygg, anlegg og eiendomsbransjen (BAE) og andre bransjer der selskapets programvare kan benyttes, samt å yte tilhørende eller nærliggende tjenester. Dette kan også innebære investering i andre selskaper, samt annen virksomhet som naturlig faller inn under denne forretningsvirksomhet.;specific;anlegg bae benyttes bransjer bygg denne der eiendomsbransjen faller forretningsvirksomhet inn innebære nærliggende selskaper tilhørende yte;real estate/investment;;
928431037;FINTECH SYSTEMS NORWAY AS;19;;Å eie aksjer og andeler i andre selskaper av en hver art, herunder også eiendomsaksjeselskap.;specific;art eie eiendomsaksjeselskap hver selskaper;real estate/investment;;
931605437;FINTER AS;20;;Programvareutvikling.;boilerplate;;;;
921658842;FIREMESH AS;6;;Programvareutvikling, rådgivning, Tjenesteprodukt for overvåkning/digitalisering, ettersyn og testing av ulike tekniske anlegg og eventuelle øvrige produkter og tjenester innenfor brannvern. utvikling og produksjon av produkt som forenkler ettersyn, testing og overvåkning av slokkeanlegg og det som står i forbindelse med det, konsulenttjenester og annet som naturlig faller sammen med dette, herunder å delta i andre selskaper med lignende virksomhet, kjøp og salg av aksjer, eller på annen måte gjøre seg interessert i andre foretagender.;specific;anlegg brannvern digitalisering ettersyn eventuelle faller forenkler foretagender gjøre interessert måte overvåkning seg slokkeanlegg tekniske testing tjenesteprodukt øvrige;consulting/staffing, real estate/investment;;
926403699;FIS NORWAY AS;10;;Utvikling og markedsføring av dataprogramvarepakker for banknæringen og levering av relaterte konsulent- og vedlikeholdstjenester.;specific;banknæringen dataprogramvarepakker konsulent- levering vedlikeholdstjenester;consulting/staffing;;
822349412;FISHWELL TECHNOLOGY AS;8;;Havbruk og fiskeri. Utvikle og tilby innovativ teknologi/løsninger for ulike prosesser innen havbruk og fiskeri.;specific;fiskeri havbruk innovativ prosesser tilby;;;
923050000;FISKHER AS;5;;Utvikling av app, levere redaksjonelle og kommersielle tjenester til fritidsfiskere.;specific;app ersielle fritidsfiskere redaksjonelle;product/SaaS;;
921704224;FLOW TECHNOLOGIES AS;13;;Programmeringstjenester.;generic;eringstjenester progra;;;
932614286;FLOWCASE AS;15;;Programvareutvikling. Drift av web-portaler. Programmering. Konsulenttjenester innen IT.;specific;ering progra web-portaler;consulting/staffing, operations/hosting;;
915491766;FLUIDO NORWAY AS;19;;IT- og forretningsrådgivning, opplæring, programvare og utvikling av programvare, videresalg av forretningsapplikasjoner.;specific;forretningsapplikasjoner forretningsrådgivning it- opplæring videresalg;;;
930539260;FLYT IT AS;11;;Utvikling og drift av skytjenester.;generic;skytjenester;product/SaaS, operations/hosting;;
919638095;FOLIO AS;29;;Utvikling av programvare og digitale tjenester for bedriftsmarkedet.;generic;bedriftsmarkedet digitale;;;
918714588;FOLQ AS;24;;Utvikle digitale løsninger og i en viss grad også drive disse løsningene. Slike løsninger kan være digitale markedsplasser, bedriftsverktøy o.l.;specific;bedriftsverktøy digitale disse grad løsningene markedsplasser slike viss være;;;
917725454;FONN AS;5;www.fonn.io;Programmeringstjenester og salg av applikasjoner til byggenæringen;specific;applikasjoner byggenæringen eringstjenester progra;product/SaaS;;
916913370;FONN GROUP AS;12;;Investering i aksjer og andre eiendeler, og dertil beslektet virksomhet, samt drift av konsernfunksjoner og ytelser av tjenester til selskaper der man har eierinteresser.;specific;beslektet der dertil eiendeler eierinteresser har konsernfunksjoner man selskaper ytelser;operations/hosting, real estate/investment;;
811900052;FOODBACK AS;12;Foodback.com;IT: Produksjon av softwarer samt utleie og salg av denne.;generic;denne softwarer;;;
825622152;FORNIX AS;11;www.fornixvr.com;Utvikle VR-programvare som skal brukes av psykologer og annet helsepersonell i privat og offentlig sektor i virtuell eksponeringsterapi (VRET). Denne aktiviteten brer seg innen VR bransjen og den digital delen av helsebransjen.;specific;aktiviteten bransjen brer brukes delen denne digital eksponeringsterapi helsebransjen helsepersonell offentlig privat psykologer seg sektor virtuell vr-programvare vret;;;
914951852;FORSE AS;44;;Levering av konsulenttjenester og tjenester innen programvareutvikling. Samt det som naturlig følger av dette.;generic;følger levering;consulting/staffing;;
932918935;FORTE SOLUTIONS AS;17;;Programmering. Konsulenttjenester innen IT.;generic;ering progra;consulting/staffing;;
913968026;FORZASYS AS;5;;Utvikling av software og tekniske systemer for sport og underholdningssektoren.;specific;sport tekniske underholdningssektoren;;;
936876366;FOSSEFALL CLOUDCO AS;10;;Programvareutvikling.;boilerplate;;;;
923176012;FOSSUM AERO SYSTEMS AS;5;;Programvareutvikling-, drift- og konsulenttjenester innen informasjonsteknologi samt alt som står i naturlig forbindelse med dette.;generic;drift- programvareutvikling-;consulting/staffing;;
918850511;FOTMOB AS;30;;Programvareutvikling og konsulenttjenester.;boilerplate;;consulting/staffing;;
818278152;FOUNT AS;7;fount.energy;Utvikling, produksjon og salg av informasjonsteknologi knyttet til energimarkedet.;generic;energimarkedet knyttet;;;
912391906;FOURC AS;7;www.fourc.eu;Utvikling og produksjon av programvare og salg av programvaren og salg av tjenester basert på programvaren;generic;basert programvaren;;;
924404817;FOURPRO SOLUTIONS AS;9;;Utvikle og selge software og relaterte tjenester samt salg av konsulent timer innen IT og drift.;generic;timer;consulting/staffing;;
985256055;FRAMEWORKS AS;5;frameworks.no;Fremstilling og salg av data programvare og salg av konsulenttjenester samt andre produkter og tjenester som naturlig faller sammen med dette, herunder å delta i andre selskaper med lignende virksomhet, og kjøp og salg av aksjer eller på annen måte å gjøre seg interessert i andre foretagender.;specific;faller foretagender fremstilling gjøre interessert måte seg;consulting/staffing, real estate/investment;;
919597577;FREMBY AS;7;;Salg av digitale tjenester.;generic;digitale;;;
913425251;FREQUENTIS NORWAY AS;13;;Salg av kundespesifisert programvare og maskinvare, samt standardiserte løsninger innen kommunikasjons- og informasjonsteknologi. Bedriften utfører indirekte i så måte programutvikling, -endring, -test og -support med henblikk på å oppfylle en bestemt kundes behov.;specific;bedriften behov bestemt endring henblikk indirekte kundes kundespesifisert maskinvare måte oppfylle programutvikling standardiserte support test unikasjons- utfører;hardware/electronics;;
930908185;FRIFOR AS;8;;Drift og utvikling av mobilapplikasjon;generic;mobilapplikasjon;;;
996408841;FRIVIND AS;9;;Programmering.;generic;ering progra;;;
889539062;FRONT SOFTWARE AS;5;;Utvikling og salg av datarelaterte tjenester og løsninger.;generic;datarelaterte;;;
991083413;FRONT SYSTEMS AS;19;www.frontsystems.no;Salg, utvikling og konsulentvirksomhet innen programvare.;boilerplate;;consulting/staffing;;
924812699;FRONTLINE POS AS;23;;Salg av kassasystemer og betalingsløsninger.;generic;betalingsløsninger kassasystemer;;;
914923484;FROSTRØYK AS;7;;Salg av tekst, interiør og idéarbeid, grafiske og interiørrelaterte tjenester og produkter.;specific;grafiske idéarbeid interiør interiørrelaterte tekst;;;
919941189;FUNCTION SOLUTIONS AS;8;;Levere systemløsninger innen byggautomasjon, programmere og idriftsette automasjonsprodukter samt annet som er naturlig knyttet til dette.;specific;automasjonsprodukter byggautomasjon ere idriftsette knyttet progra systemløsninger;;;
997001877;FUSETOOLS AS;18;www.fuse.no;Utvikling av teknologi og plattform som effektiviserer utvikling og drift av digitale produkter. Salg av relaterte abonnementsprodukter og tjenester.;specific;abonnementsprodukter digitale effektiviserer plattform;product/SaaS, operations/hosting;;
916735472;FUTUREON AS;14;;Eie og forvalte immaterielle rettigheter, deltagelse i andre selskaper med lignende virksomhet, samt annet som står i naturlig forbindelse med dette.;specific;aterielle deltagelse eie forvalte rettigheter selskaper;;;
994581384;FYND REALITY AS;26;www.fyndreality.com;Utvikle og selge programvare til kunnskapsoverføring innen virtuell og augmentert virkelighet. Herunder også utvikle og selge produkter og tjenester for planlegging, gjennomføring og evaluering av tverrsektoriell trening innen samfunnssikkerhet - samt delta i virksomhet med beslektet type aktivitet.;specific;aktivitet augmentert beslektet delta evaluering gjennomføring kunnskapsoverføring planlegging samfunnssikkerhet trening tverrsektoriell virkelighet virtuell;;;
924964367;FYR CONSULTING AS;6;;Programvareutvikling og av å tilby konsulenttjenester, systemutvikling og prosjektledelse innenfor informasjonsteknologi, samt investeringer i nærliggende virksomheter.;specific;nærliggende prosjektledelse systemutvikling tilby;consulting/staffing, real estate/investment;;
999189571;FYR TECHNOLOGIES AS;15;;Programmering. Markedsføring og reklame.;specific;ering progra reklame;;;
916561768;FYRESIGN AS;9;;Vi er et rent SaaS-selskap for infoskjerm løsning (utviklet og videreutvikler en programvare der våre kunder kan laste opp, lage og administrere innhold ut på sine skjermer).;specific;administrere der infoskjerm innhold lage laste opp rent saas-selskap sine skjermer utviklet videreutvikler våre;product/SaaS;;
934018249;GAMEOPEDIA AS;10;;Programmering.;generic;ering progra;;;
917567204;GAPIT NORDICS AS;61;gapit.io;Leverer produkt for tilstandsovervåkning av elektrotavler og høyspentanlegg Dette inkluderer produktutvikling, programmering av styresytemer, dokumentasjon og prosjektering samt tilstandsovervåkning;specific;dokumentasjon elektrotavler ering høyspentanlegg inkluderer leverer produktutvikling progra prosjektering styresytemer tilstandsovervåkning;;;
895210862;GASTRO PLANNER AS;9;gastroplanner.eu;Programvareutvikling samt handel av varer og tjenester knyttet til de produkter og tjenester som selskapet utvikler. Samt å delta i andre selskaper med tilsvarende formål.;specific;delta knyttet selskaper varer;;;
893136932;GEODATA AS;211;www.geodata.no;Utgivelse av annen programvare. Konsulentvirksomhet knyttet til informasjonsteknologi. Forvaltning og drift av IT-systemer. Databehandling, datalagring og tilknyttede tjenester.;specific;databehandling datalagring forvaltning it-systemer knyttet tilknyttede utgivelse;consulting/staffing, operations/hosting;;
935631408;GEOWISE AS;6;;Programvareutvikling. Ingeniørtjenester.;generic;ingeniørtjenester;;;
995318733;GETA AS;15;geta.no;Fremstilling/salg av IT-relaterte produkter og tjenester, samt andre produkter som naturlig faller sammen med dette, herunder å delta i andre selskaper med lignende virksomhet, kjøp og salg av aksjer, eller på annen måte gjøre seg interessert i andre foretagender.;specific;faller foretagender fremstilling gjøre interessert it-relaterte måte seg;real estate/investment;;
998580706;GETONNET AS;6;www.getonnet.no;Webdesign, salg av internett-tjenester og utvikling og salg av programvare for små og mellomstore bedrifter og næringsdrivende, og enhver annen virksomhet som står i forbindelse dermed. Selskapet kan også være involvert i andre selskaper.;specific;enhver internett-tjenester involvert mellomstore selskaper små være webdesign;;;
925171387;GLEDE NORWAY AS;6;;Plattform der man kan sende varer og tjenester i form av gaver til sine nærmeste.;specific;der form gaver man nærmeste plattform sende sine varer;product/SaaS;;
921891601;GLEX AS;5;;Utvikling av programvare for lisensiering.;generic;lisensiering;product/SaaS;;
924895772;GLINT SOLAR AS;42;www.glintsolar.com;Utvikling og salg av programvare og tjenester i forbindelse med sol- og fornybar energi. Selskapet vil også kunne foreta investeringer og deltagelse i andre selskaper, samt annen virksomhet i naturlig tilknytning til ovennevnte formål.;specific;deltagelse energi foreta fornybar kunne ovennevnte selskaper sol-;real estate/investment;;
919664886;GLOBUS AI AS;5;;Utgivelse og drift av egenutviklet programvare samt tilpasning og videreutvikling av denne programvaren for bestemte marked.;specific;bestemte denne egenutviklet marked programvaren tilpasning utgivelse videreutvikling;operations/hosting;;
927600676;GLOW TECHNOLOGY AS;7;;Drive utvikling og salg av programvare og konsulentvirksomhet innen IT, samt hva hermed står i forbindelse. Virksomheten kan drives av selskapet selv, av heleide datterselskaper, eller gjennom andre selskaper det har eierandeler i eller samarbeider med.;specific;datterselskaper drives eierandeler gjennom har heleide samarbeider selskaper selv;consulting/staffing;;
998675472;GNIST DESIGN AS;7;www.gnistdesign.no;Planlegging, utforming og utvikling av webløsninger. Grafisk utforming av logo, visittkort og brosjyrer. Innholdsarbeid med tekst og bilder.;specific;bilder brosjyrer grafisk innholdsarbeid logo planlegging tekst utforming visittkort webløsninger;;;
924922583;GREENFOX MARINE AS;13;;Utvikling av elektronikk for industrien, hardware og software.;specific;elektronikk hardware industrien;hardware/electronics;;
921510365;GREENWAVE TERMINAL SYSTEMS AS;6;;Utvikle varer og tjenester innenfor data, internett og telefoni. Drift av programvare. Kjøp og salg av varer og tjenester, samt deltagelse i andre selskaper.;specific;deltagelse internett selskaper telefoni varer;operations/hosting;;
920188141;GRENSESNITT AS;13;;Programvareutvikling, IT-konsulenttjenester.;generic;it-konsulenttjenester;consulting/staffing;;
915695396;GREY AREA AS;5;;Programmeringstjenester.;generic;eringstjenester progra;;;
989786857;GRIEG CONNECT AS;21;www.griegconnect.com;Utvikling, markedsføring og salg av programvare rettet mot maritime tjenester, logistikkstøtte og beredskap, samt konsulenttjenester og annen virksomhet i tilknytning til dette.;specific;beredskap logistikkstøtte maritime rettet;consulting/staffing;;
918889450;GRIPR AS;8;www.gripr.no;Programmering og salg av egen utviklede nettbastere løsninger.;specific;egen ering nettbastere progra utviklede;;;
914910951;GRUNT AS;25;www.grunt.pro;IT-utvikling.;generic;it-utvikling;;;
963299850;GSFLEET AS;31;;Utvikle og stå for driften av vakt og rednings- systemer, samt drive handel med varer og tjenester og alt hva dermed står i forbindelse, i inn- og utland.;specific;driften inn- rednings- stå utland vakt varer;;;
932469863;GSG HANDYMAN AS;21;;Konsulenttjenester innen IT. Programmering.;generic;ering progra;consulting/staffing;;
916520190;GUILTY AS;6;;Konsulentvirksomhet knyttet til system/ og programvare, datarelaterte tjenester og produkter og grafisk design, samt hva som hermed måtte stå i forbindelse.;specific;datarelaterte design grafisk knyttet måtte stå;consulting/staffing;;
911737671;GURU UTVIKLING AS;12;;Leveranser av tjenester innen informasjonsteknologi.;boilerplate;;;;
991543732;GURUSOFT AS;49;www.gurusoft.no;Utvikling og salg av programvare og andre produkter/tjenester som naturlig faller sammen med dette, herunder å delta i andre selskaper med lignende virksomhet, kjøp og salg av aksjer, eller på annen måte gjøre seg interessert i andre foretagender.;specific;faller foretagender gjøre interessert måte seg;real estate/investment;;
912282910;H5P GROUP AS;31;h5p.group;Fremstilling/salg av programvare og andre produkter som naturlig faller sammen med dette, herunder å delta i andre selskaper med lignende virksomhet, kjøp og salg av aksjer, eller på annen måte gjøre seg interessert i andre foretagender.;specific;faller foretagender fremstilling gjøre interessert måte seg;real estate/investment;;
915338534;HALLO VERDEN AS;7;halloverden.no;Produksjon av dataprogrammer og -tjenester.;generic;dataprogra;;;
985041954;HALOGEN AS;46;www.halogen.no;Konsulentvirksomhet innenfor IT-bransjen, administrative tjenester, samt deltagelse og investering i andre virksomheter.;specific;administrative deltagelse it-bransjen;consulting/staffing, real estate/investment;;
964825726;HANSEN TECHNOLOGIES NORWAY AS;84;www.hansencx.com;Utvikling og sal av EDB-program med tilhøyrande tenester herunder også eventuelt delta i andre verksemder i bransjen med aksjeinnskot.;specific;aksjeinnskot bransjen delta edb-progra eventuelt sal tenester tilhøyrande verksemder;;;
931103849;HAVGUARD AS;8;;Utvikling av teknologi for maritim næring.;generic;maritim næring;;;
927476770;HAVTECH AS;9;;Utvikling av software og andre produkter/tjenester som naturlig hører til dette, herunder å delta i andre selskap med lignende virksomhet, og kjøp og salg av aksjer eller på annen måte gjøre seg interessert i andre foretak. Selskapet kan også drive med kjøp/drift av fast eiendom.;specific;delta fast foretak gjøre interessert måte seg;operations/hosting, real estate/investment;;
921995296;HELIOS AUTO AS;8;www.heliosauto.no;selskapet selger programvareløsninger for verkstedindustrien og tjenester som er nødvendig for bruk av den aktuelle programvaren, herunder service og vedlikehold.;specific;aktuelle bruk nødvendig programvareløsninger programvaren selger verkstedindustrien;;;
927984601;HELSERESPONS AS;8;;Utvikling og salg av effektive løsninger for pasientkontakt, dialog og betaling i helsesektoren, samt det som naturlig står i forbindelse med dette.;specific;betaling dialog effektive helsesektoren pasientkontakt;;;
923490914;HIDDN TECHNOLOGY AS;9;www.hiddn.no;Utvikling av forretningsverdi gjennom utvikling og drift av maskinvarer og tjenester knyttet til informasjonsteknologi og rådgivning og andre produkter/tjenester som naturlig hører til dette, herunder å delta i andre selskap med lignende virksomhet, og kjøp og salg av aksjer.;specific;delta forretningsverdi gjennom knyttet maskinvarer;consulting/staffing, operations/hosting, real estate/investment;;
