orgnr;navn;ansatte;hjemmeside;beskrivelse;auto_kategori;auto_ord;auto_typer;manual_informativ (ja/nei);manual_forretningstype
982800285;ELEKTRISK INSTALLASJON AS;7;;Drive elektrisk installasjon og hva dermed står i forbindelse i tillegg til drift av butikk med interiør og gaveartikler.;specific;butikk gaveartikler interiør tillegg;installation, trade/retail;;
812005022;ELEKTRO - PARTNER AS;5;;Elektriske installasjoner.;boilerplate;;installation;;
929791703;ELEKTRO - TEAM AS;16;www.elektro-team.as;Drive elektrisk installasjon, handel med elektriske produkter samt ved aksjetegning eller på annen måte å gjøre seg interessert i andre foretakender.;specific;aksjetegning foretakender gjøre interessert måte seg;installation, trade/retail;;
984668910;ELEKTRO 1 TØNSBERG AS;20;;Elektrisk installasjonsvirksomhet samt salg av produkter relatert til dette.;generic;installasjonsvirksomhet;installation;;
812076272;ELEKTRO 12:24 AS;22;;Vare- og tjenesteleverandør innen elektro.;generic;tjenesteleverandør vare-;;;
881489392;ELEKTRO 4 AS;141;;Elektrotekniske entrepriser av alle slag.;specific;elektrotekniske entrepriser slag;;;
947390287;ELEKTRO A SJØLYST AS;18;;Elektrisk installasjonsvirksomhet og handel, samt det som naturlig hører sammen med dette, herunder kjøp og salg av fast eiendom og finansielle eiendeler, samt deltagelse i andre selskaper.;specific;deltagelse eiendeler finansielle installasjonsvirksomhet selskaper;installation, trade/retail;;
925215996;ELEKTRO AS;27;;Handel, elektrisk installasjoner og hva dermed står i forbindelse.;boilerplate;;installation, trade/retail;;
953785250;ELEKTRO AS;21;www.elektro.no;Handel med elektriske artikler, samt installa- sjonsvirksomhet og hva som står i forbindelse hermed.;specific;artikler installa- sjonsvirksomhet;trade/retail;;
986446125;ELEKTRO BODØ AS;164;;Levering av elektrikertjenester herunder installasjon, montasje og reparasjon av elektriske anlegg, i tillegg til telekommunikasjon, automasjon og ventilasjon, samt hva som naturlig faller inn under dette.;specific;automasjon elektrikertjenester faller inn levering montasje reparasjon teleko tillegg unikasjon ventilasjon;installation, automation/industrial, security/telecom;;
974423774;ELEKTRO COMFORT AS;24;www.el-c.no;Elektroinstallasjon og -service samt salg av tilhørende produkter.;generic;tilhørende;installation;;
923090983;ELEKTRO FOSEN AS;15;;Elektroinstallasjon.;boilerplate;;installation;;
918583149;ELEKTRO HELGELAND AS;18;;Elektrisk installasjonsarbeid.;boilerplate;;installation;;
966101253;ELEKTRO INSTALLASJON AS;37;;Arbeid innen all elektrisk installering eller annen virksomhet som naturlig faller inn under dette, herunder å delta i andre selskaper med lignende virksomhet.;specific;arbeid faller inn installering;;;
916064667;ELEKTRO INSTALLATØREN AS;13;;Salg av elektrotjenester, salg og kjøp av elektriske artikler og el-montering.;specific;artikler el-montering elektrotjenester;;;
927532174;ELEKTRO KOMPIS AS;5;Elektrokompis.no;Elektriske installasjonsarbeid. Prosjektering av elektriske anlegg. Bygging og vedlikehold av andres elektriske anlegg. Kontroll av andres elektriske anlegg. Reparasjon av elektriske utstyr.;specific;andres bygging kontroll prosjektering reparasjon utstyr;installation;;
985241473;ELEKTRO LUNDE AS;5;;Sterk- og svakstrøminstallasjon, samt annen virksomhet i tilknytning til dette.;generic;sterk- svakstrøminstallasjon;security/telecom;;
967487341;ELEKTRO MILJØ AS;5;;Installasjon og reparasjon av elektroanlegg, handel med varer i tilknytning til elektrobransjen og konsulenttjenester innen samme, samt herunder å delta i andre selskaper med lignende virksomhet.;specific;elektroanlegg elektrobransjen reparasjon varer;installation, trade/retail;;
896287672;ELEKTRO MO AS;24;;Elektrikertjenester, installasjon, montasje og reparasjon av elektriske anlegg, samt investering i andre selskaper.;specific;elektrikertjenester montasje reparasjon selskaper;installation;;
985586284;ELEKTRO NETTVERK SERVICE AS;53;;Elektro service og montasje.;generic;montasje;;;
997998049;ELEKTRO NORD AS;11;;Handelsvirksomhet med salg og leveranse av løsninger som lysanlegg, varmeanlegg, brannmelderanlegg, styresystemer, sikringsfordelinger, data spredenett og lignende. Elektrisk installasjonsarbeid.;specific;brannmelderanlegg data handelsvirksomhet lysanlegg sikringsfordelinger spredenett styresystemer varmeanlegg;installation;;
920677150;ELEKTRO NORDEN AS;33;;Elektroinstallasjon.;boilerplate;;installation;;
827826332;ELEKTRO OFOTEN AS;20;;Elektriske installasjoner.;boilerplate;;installation;;
871235422;ELEKTRO PARTNER AS;13;www.elektropartner-bergen.no;Elektro installasjon, salg av elektro materiell og ellers annet som er tjenelig for selskapet. Handel med aksjer og verdipapirer, herunder lånefinansierte investeringer med verdipapirer og valuta.;specific;ellers lånefinansierte materiell tjenelig valuta verdipapirer;installation, trade/retail;;
976792718;ELEKTRO PARTNER AS;5;;Omsetning av varer og tjenester forbundet med elektriske installasjoner og det som naturlig sees i sammenheng med dette.;specific;enheng forbundet omsetning sees varer;installation;;
979715609;ELEKTRO SKAGERRAK AS;24;;Eie og delta i selskaper innenfor elektroentrepenørvirksomhet.;specific;delta eie elektroentrepenørvirksomhet selskaper;;;
890391222;ELEKTRO SMART AS;13;;Elektriske installasjoner. Kjøp og salg av elektrisk materiell. Kjøp/salg rehabilitering av eiendommer.;specific;eiendo materiell rehabilitering;installation, trade/retail;;
817158722;ELEKTRO SOLUTIONS AS;12;www.elektrosolutions.no;Elektrisk installasjonsarbeid.;boilerplate;;installation;;
980684989;ELEKTRO SØR AS;21;;Installasjon og beslektet virksomhet, handel, agentur-virksomhet og hva derunder henhører.;specific;agentur-virksomhet beslektet derunder henhører;installation, trade/retail;;
916806523;ELEKTRO TEAM AS;13;;Drive elektroinnstallasjons arbeider/ service og annet som naturlig faller inn under dette.;specific;arbeider elektroinnstallasjons faller inn;;;
914747678;ELEKTRO TEAM AS;15;;Elektroteknisk/elektronisk installasjonsvirksomhet og salg av andre produkter som naturlig faller sammen med dette, herunder å delta i andre selskaper ved kjøp og salg av aksjer eller på annen måte gjøre seg interessert i andre selskaper.;specific;elektronisk elektroteknisk faller gjøre installasjonsvirksomhet interessert måte seg selskaper;installation;;
976041267;ELEKTRO TEAM AS;9;;Elektroinstallasjon.;boilerplate;;installation;;
977051452;ELEKTRO TEAM AS;26;www.elektro-team.no;Elektroinstallasjon.;boilerplate;;installation;;
986709061;ELEKTRO TT AS;11;;Elektrisk intallasjon og salg av elektrisk materiell, samt hva herved står i forbindelse.;generic;intallasjon materiell;trade/retail;;
925440590;ELEKTRO VERDEN AS;7;;Tjenester innenfor elektrisk virksomhet, import og salg av elektrisk og elektronisk utstyr, byggetjenester, salg av papirvarer og leker og andre produkter/tjenester som naturlig hører sammen med dette, herunder å delta i andre selskap med lignende virksomhet, og kjøp og salg av aksjer eller på annen måte gjøre seg interessert i andre foretak.;specific;byggetjenester delta elektronisk foretak gjøre interessert leker måte papirvarer seg utstyr;trade/retail;;
930759422;ELEKTRO ØST INSTALLASJON AS;20;;Elektriske installasjonstjenester til private og næringsliv av enhver art.;specific;art enhver installasjonstjenester næringsliv;installation;;
982275156;ELEKTRO-FAGMANNEN AS;10;;Elektroinstalasjon og salg av tilhørende tjenester og produkter.;generic;elektroinstalasjon tilhørende;;;
923685464;ELEKTRO-KONTAKTEN AS;113;;Elektroinstallasjon, salg og service av elektriske komponenter.;generic;komponenter;installation;;
987110031;ELEKTRO-MONTASJE AS;19;elektro-montasje.no;Elektrisk installasjonsvirksomhet.;generic;installasjonsvirksomhet;installation;;
958955073;ELEKTRO-SIVERT INSTALLASJON AS;46;;Elektrisk installasjon, tjenesteytende virksomhet deltakelse i andre selskaper samt hva herved står i forbindelse.;specific;deltakelse selskaper tjenesteytende;installation;;
994940422;ELEKTRO-SPORT AS;11;;Elektroinstallasjon og salg av hvitevarer, brunevarer, sportsartikler, møbler og andre varer som naturlig faller sammen med dette, samt kjøp og salg av aksjer og eventuell deltakelse i andre selskaper.;specific;brunevarer deltakelse eventuell faller hvitevarer møbler selskaper sportsartikler varer;installation;;
999600476;ELEKTRO-TEKNIKK AS;11;www.elektro-teknikk.no;Autorisert installasjonsvirksomhet innen elektrofaget. Kontroll av elektriske anlegg. Konsulenttjenster og prosjektering.;specific;autorisert elektrofaget installasjonsvirksomhet konsulenttjenster kontroll prosjektering;installation;;
979287828;ELEKTRO-TERM AS;37;;Elektrisk installasjonsarbeide og termografering.;generic;installasjonsarbeide termografering;installation;;
911907593;ELEKTRO24 AS;7;;Elektrisk installasjonsarbeid samt det som naturlig står i forbindelse med dette.;boilerplate;;installation;;
936059732;ELEKTROELITEN AS;7;;Elektrikertjenester.;generic;elektrikertjenester;;;
943618178;ELEKTROENTREPRENØR GURIBY AS;23;;Elektrisk installasjon innen svak- og sterkstrøm, omsetning av elektriske artikler, investering og forvaltning av fast eiendom, aksjer og verdipa- pirer samt annen virksomhet med økonomisk formål.;specific;artikler fast forvaltning omsetning pirer sterkstrøm svak- verdipa- økonomisk;installation;;
830976612;ELEKTROENTREPRENØREN AS;16;;Elektrikertjenester.;generic;elektrikertjenester;;;
982587786;ELEKTROFAG JÆREN AS;84;;Handels- og installasjonsvirksomhet innen elektrobransjen.;specific;elektrobransjen handels- installasjonsvirksomhet;installation;;
997274253;ELEKTROFIL AS;6;www.elektrofil.as;Elektroinstallasjon og elektroteknisk rådgivning.;generic;elektroteknisk;installation;;
975363112;ELEKTROFORUM AS;19;www.elektroforumas.no/;Elektroinstallasjon;boilerplate;;installation;;
980145433;ELEKTROIDE AS;33;;Elektriske installasjoner med kjøp og salg av materiell, import og salg av elektriske artikler, kjøp, salg og utleie av eiendommer.;specific;artikler eiendo materiell;installation, trade/retail;;
990476535;ELEKTROINSTALLATØR GRANBERG OG NORDENGEN AS;24;gnas.no;El-installasjon, brann- og alarmanlegg, kraft, data- og teleinstallasjon og som står i forbindelse med dette.;specific;alarmanlegg brann- data- el-installasjon kraft teleinstallasjon;installation, security/telecom;;
992293233;ELEKTROINSTALLATØR TERJE JØRGENSEN AS;9;;Salg av varer og tjenester i tilknytning til elektrisk installasjonsarbeid, samt deltakelse i lignende virksomheter.;generic;deltakelse varer;installation;;
989916319;ELEKTROKOMPETANSE AS;7;;Elektrisk installasjonsarbeid, svak- og sterkstrøm, salg av tilknyttede produkter og materiell og andre produkter som naturlig faller sammen med dette.;specific;faller materiell sterkstrøm svak- tilknyttede;installation;;
990963495;ELEKTROKONSEPT AS;5;;Elektriske installasjoner.;boilerplate;;installation;;
986182497;ELEKTROKONTAKT AS;12;;Drive med tjenester, montering og raparasjon av elektronisk utstyr. I den forbindelse salg av tilhørende materiell. Kundegruppen er i hovedsak næringslivet og det offentlige.;specific;elektronisk hovedsak kundegruppen materiell montering næringslivet raparasjon tilhørende utstyr;;;
921554699;ELEKTROMESTEREN AS;18;;Drive elektrisk installasjonsarbeid, samt alt som står i sammenheng med dette, herunder deltakelse i annen virksomhet.;generic;deltakelse enheng;installation;;
933459942;ELEKTROMISJON AS;15;;Elektrikertjenester.;generic;elektrikertjenester;;;
998881854;ELEKTROMONTASJE AS;20;;Salg av varer og tenester relatert til elektromontasje.;specific;elektromontasje tenester varer;;;
999153933;ELEKTRONOR ANLEGG AS;6;;Elektrotjenester.;generic;elektrotjenester;;;
928794970;ELEKTRONOR SANDBLOST AS;22;;Elektrisk installasjon, service og handel, elektronisk konsulentvirksomhet og enhver virksomhet som står i forbindelse med dette. Selskapet kan engasjere seg i andre foretak med aksjetegning eller på annen måte.;specific;aksjetegning elektronisk engasjere enhver foretak måte seg;installation, trade/retail;;
971184337;ELEKTRONORD AS;5;;Drive som grossist og installatør innen elektro og beslektet virksomhet.;specific;beslektet grossist installatør;;;
915453457;ELEKTROPLUSS TELEMARK AS;37;www.elektroplusstelemark.no;Elektroentreprenørvirksomhet, prosjektering, installasjon, salg og service innenfor det elektro- og elektronikkrelaterte fagområdet samt ved aksjetegning eller på annen måte gjøre seg interessert i tilsvarende, tilliggende eller andre foretagender.;specific;aksjetegning elektro- elektroentreprenørvirksomhet elektronikkrelaterte fagområdet foretagender gjøre interessert måte prosjektering seg tilliggende;installation;;
996525805;ELEKTROPRO AS;9;;Elektrisk innstallasjonsarbeid og tilhørende tjenester.;generic;innstallasjonsarbeid tilhørende;;;
923479651;ELEKTROPULS AS;9;;Elektrisk installasjonsarbeid.;boilerplate;;installation;;
932790548;ELEKTROPUNKT AS;12;www.Elektropunkt.no;Elektrikertjenester.;generic;elektrikertjenester;;;
980466671;ELEKTROSALG OG INSTALLASJON AS;5;;Butikk med elektrisk utstyr og elektrisk installasjon.;generic;butikk utstyr;installation, trade/retail;;
976232550;ELEKTROSERVICE AS;11;;Salg og elektroinstallasjon.;boilerplate;;installation;;
980672522;ELEKTROSERVICE HALLINGDAL INSTALLASJON AS;60;;Aut. installasjon og handel innenfor elektrobransjen.;generic;aut elektrobransjen;installation, trade/retail;;
971140445;ELEKTROSERVICE KRISTIANSUND AS;34;www.elservice.no;Elektroinstallasjoner samt hva som måtte stå i forbindelse hermed.;generic;stå åtte;installation;;
956899478;ELEKTROSERVICE ØRSTA AS;11;www.elektroservice.no;Elektrisk installasjonsverksemd, handel og det som står i samband med dette, medrekna å ta del i andre selskap med liknande verksemd.;specific;del installasjonsverksemd liknande medrekna samband verksemd;installation, trade/retail;;
989913255;ELEKTROSMIA INSTALLASJON AS;12;;Drive med elektrisk installasjon for svak- og sterkstrøm, herunder alarmanlegg, tele og data, samt det som naturlig faller innenfor bransjen. Kjøp og salg av varer og tjenester. Kjøp, salg og utleie av fast eiendom, samt medvirke i lignende og andre selskaper.;specific;alarmanlegg bransjen data faller fast medvirke selskaper sterkstrøm svak- tele varer;installation, security/telecom;;
990916489;ELEKTROTEAM HEMSEDAL AS;11;www.ethas.no;Installasjonsvirksomhet. Herunder konkurransedyktig og bedriftsøkonomisk forsvarlig.;specific;bedriftsøkonomisk forsvarlig installasjonsvirksomhet konkurransedyktig;installation;;
983535836;ELEKTROTECH AS;15;;Elektrotekniske tjenester, installasjon, automasjon, tegning tele og data.;specific;automasjon data elektrotekniske tegning tele;installation, automation/industrial, security/telecom;;
981451775;ELEKTROTEMA AGDER AS;9;;Drive forretning med, herunder installasjon av elektromateriell, samt hva hermed står i forbindelse, herunder å delta i andre selskaper med liknende.;specific;elektromateriell forretning liknende;installation;;
917696853;ELEKTROTJENESTEN AS;34;;Elektrisk instalasjonsarbeid, kjøp og salg av elektriske artikler og annet som naturlig faller sammen med dette. Det blir også noe kjøp og salg av aksjer.;specific;artikler blir faller instalasjonsarbeid noe;trade/retail;;
985871094;ELEKTROTJENESTER AS;15;www.elektrotjenester.no;Teknisk installasjon Import og salg av tekniske produkter Konsulenttjenester innenfor elektroinstallasjon;generic;teknisk tekniske;installation;;
977571502;ELEKTROXPERTEN AS;112;www.elektroxperten.no;Innkjøp,prosjektkoordinering,kompetanseutvikling,markedsføring,handel mv. av elektriske artikler og installasjoner m.v.;specific;artikler innkjøp kompetanseutvikling prosjektkoordinering;installation, trade/retail;;
926678930;ELENERGI AS;5;;Handel med varer og tjenester innen elektrobransjen.;generic;elektrobransjen varer;trade/retail;;
935269431;ELFI ENTREPRENØR AS;15;;Elektrikertjenester.;generic;elektrikertjenester;;;
997077342;ELIASSEN INSTALLASJON AS;6;;Elektrisk installasjonsforretning og det som naturlig hører inn under virksomheten, samt kunne delta innen annen handel og industri.;specific;delta industri inn installasjonsforretning kunne;installation, automation/industrial, trade/retail;;
926410466;ELICOM ELEKTRO AS;7;;Prosjektering og montering av elektroinstallasjoner. Salg av elektromateriell, samt alt som står i forbindelse med dette. Selskapet kan også investere i andre selskaper og prosjekter.;specific;elektromateriell investere montering prosjektering selskaper;installation;;
896899562;ELINST OPPDAL AS;13;;Produksjon og salg, montering og el-installasjon av enhver art, arbeidsutleie samt deltakelse i andre selskaper.;specific;arbeidsutleie art deltakelse el-installasjon enhver montering selskaper;installation;;
919788143;ELISENBERG ELEKTRO AS;16;;Elektroentrepenør med kjøp og salg av elektriske artikler og tjenester, og andre produkter som naturlig faller sammen med dette, herunder å delta i andre selskaper med lignende virksomhet, kjøp og salg av aksjer, eller på annen måte gjøre seg interessert i andre foretagender.;specific;artikler elektroentrepenør faller foretagender gjøre interessert måte seg;trade/retail;;
820662342;ELITE & TELESYSTEMER AS;12;;Innstallasjon av it og telecom.;generic;innstallasjon telecom;security/telecom;;
923734910;ELKOMFORT AS;9;;Fremstilling/ salg av EI-installasjon og konsulenttjeneste på EL-installasjon og andre tjenester som naturlig faller sammen med dette, herunder å delta selskaper med lignende virksomhet, kjøp og salg av aksjer, eller på annen måte gjøre seg interessert i andre foretagender.;specific;delta ei-installasjon el-installasjon faller foretagender fremstilling gjøre interessert konsulenttjeneste måte seg selskaper;installation;;
929438663;ELKONTAKT I KARLSTAD AS;6;;Installasjon og vedlikehold av alle svak- og sterkstrømsprodukter som firmaet til enhver tid har godkjenning til å forhandle, samt all montasjevirksomhet som firma kan tilby.;specific;enhver firma firmaet forhandle godkjenning har montasjevirksomhet sterkstrømsprodukter svak- tid tilby;installation;;
933042219;ELLON AS;8;;Elektrikertjenester. Ingeniør- og prosjektledertjenester innen byggeprosjekter. Utvikling av byggeprosjekter for salg eller utleie, totalentreprenør. Ingeniør- og prosjektledertjenester innen byggeprosjekter.;specific;byggeprosjekter elektrikertjenester ingeniør- prosjektledertjenester totalentreprenør;;;
897400952;ELMAN AS;89;;Elektrotjenster.;generic;elektrotjenster;;;
918869220;ELMAN NAMDAL AS;14;;Selskapet skal drive med elektriske installasjoner til privat og bedriftsmarkedet.;generic;bedriftsmarkedet privat;installation;;
994459929;ELMAN STEINKJER AS;48;www.elman.no;Instalasjon og salg av elektriske anlegg.;generic;instalasjon;trade/retail;;
916877056;ELMAN STJØRDAL AS;31;;Elektrotjenester. Elektrisk installasjonsarbeid.;generic;elektrotjenester;installation;;
980872041;ELMANN AS;15;;Elektrisk installasjonsarbeid.;boilerplate;;installation;;
920282547;ELMATEK AS;5;www.elmatek.no;Elektrikertjenester. Industridesign, produktdesign og annen teknisk design. Installasjon av kuldeanlegg og varmepumper.;specific;design elektrikertjenester industridesign kuldeanlegg produktdesign teknisk varmepumper;installation, solar/energy, automation/industrial;;
933502945;ELMEC AS;47;;Elektro installasjoner. Mekanisk installasjoner.;generic;mekanisk;installation;;
923116672;ELMIDT AS;19;;Leveranse av elektro- og teletekniske installasjoner, samt varer, rekvisita og konsulenttjenester knyttet til dette. Selskapet kan videre delta i andre selskaper.;specific;delta elektro- knyttet rekvisita selskaper teletekniske varer videre;installation, security/telecom;;
983080316;ELMO TEKNIKK AS;99;www.elmo.no;Tekniske entrepriser som elektroinstallasjon, telekommunikasjon, svakstrømsinstallasjon, alarmsystemer og ventilasjon, samt hva dermed står i forbindelse.;specific;alarmsystemer entrepriser svakstrømsinstallasjon tekniske teleko unikasjon ventilasjon;installation, security/telecom;;
930153923;ELPARTNER AS;13;;Salg og installasjon av elektrisk materiell, og alt hva naturlig står i forbindelse.;generic;materiell;installation;;
933175502;ELPOL AS;7;;Elektrikertjenester.;generic;elektrikertjenester;;;
916753616;ELPROS AS;14;www.elpros.no;Utførende innen elektro- og teleinstallasjon, samt annen virksomhet som står i forbindelse med dette, blant annet prosjektering og rådgivning.;specific;elektro- prosjektering teleinstallasjon utførende;security/telecom;;
894887222;ELPUNKT AS;24;;Elektrisk installasjonsarbeid.;boilerplate;;installation;;
913066308;ELREG-ELEKTRO AS;15;;Elektrisk installasjonsvirksomhet samt salg av produkter relatert til dette, og hva dermed står i forbindelse.;generic;installasjonsvirksomhet;installation;;
931453378;ELSELL NORD AS;12;;Elektrikertjenester. Ingeniør- og prosjektledertjenester innen byggeprosjekter.;specific;byggeprosjekter elektrikertjenester ingeniør- prosjektledertjenester;;;
926578618;ELSJEKK AS;5;;Elektrisk installasjonsarbeid.;boilerplate;;installation;;
980332551;ELTEAM AS;112;;El-installasjon, handel samt ved aksjetegning eller på annen måte å delta i andre selskaper.;specific;aksjetegning delta el-installasjon måte selskaper;installation, trade/retail;;
995822504;ELTEKNIKK AS;15;www.elteknikk.no;Elektroinstallasjoner for privatpersoner og næringslivet, herunder handel med varer i denne forbindelse.;specific;denne næringslivet privatpersoner varer;installation, trade/retail;;
912599582;ELTEKNIKK TRONDHEIM AS;46;;Elektroinstallasjoner med dertil tilhørende virksomhet.;generic;dertil tilhørende;installation;;
811600792;ELTERA AS;115;www.eltera.no;Forestå elektroinstallasjoner av enhver art samt påta seg reparasjoner og service av slike, såvel som å drive handel og agenturvirksomhet.;specific;agenturvirksomhet art enhver forestå påta reparasjoner seg slike såvel;installation, trade/retail;;
925924431;ELTERA ELVERUM AS;21;www.eltera.no;Forestå elektroinstallasjoner av enhver art, samt påta seg reparasjon og service av slike.;specific;art enhver forestå påta reparasjon seg slike;installation;;
915427235;ELTERA GJØVIK AS;28;www.eltera.no;Forestå elektroinstallasjoner av enhver art samt påta seg reparasjon og service av slike, såvel som å drive handel og agenturvirksomhet og annen virksomhet som herved står i forbindelse, herunder å delta i andre selskaper.;specific;agenturvirksomhet art enhver forestå påta reparasjon seg slike såvel;installation, trade/retail;;
926930311;ELTERA GRUPPEN NORGE AS;13;;Investering i aksjer og andre eierandeler i andre selskaper og foretak, samt all annen virksomhet som hermed står i forbindelse.;specific;eierandeler foretak selskaper;;;
988293547;ELTERA LILLEHAMMER AS;27;www.eltera.no;Å drive virksomhet med elektrotekniske installasjoner, herunder handelsvirksomhet og tjenesteyting, samt det som har naturlig tilknytning til dette, herunder å delta i andre selskaper med lignende virksomhet, import og eksport samt å eie fast eiendom.;specific;eie elektrotekniske fast handelsvirksomhet har;installation;;
987647515;ELTERA PLASSEN AS;9;;Elektroinstallasjoner og hva som herved står i forbindelse.;boilerplate;;installation;;
912124614;ELTERA RINGSAKER AS;37;www.eltera.no;Elektroinstallasjoner av enhver art, service og reparasjon av slike.;specific;art enhver reparasjon slike;installation;;
918672567;ELTERA SKAGERRAK AS;46;www.eltera.no;Forestå elektroinstallasjoner av enhver art samt påta seg reparasjon og service av slike, såvel som å drive handel og agenturvirksomhet og annen virksomhet som herved står i forbindelse, herunder å delta i andre selskaper.;specific;agenturvirksomhet art enhver forestå påta reparasjon seg slike såvel;installation, trade/retail;;
998269652;ELTRIC AS;12;;Elektrisk installasjonsarbeid eller lignende.;boilerplate;;installation;;
997656032;ELTRO INSTALLASJON AS;34;;Elektroinstallasjon, investering i andre virksomheter.;boilerplate;;installation;;
933646564;ELTRON AS;26;www.eltron.no;Drive elektrisk installasjonsarbeid og handel som naturlig står i sammenheng med dette.;generic;enheng;installation, trade/retail;;
976550552;ELUMNI ELEKTRO AS;22;;Elentreprenør/elektrisk installasjonsvirksomhet.;generic;elentreprenør installasjonsvirksomhet;installation;;
920641245;ELVERUM ELEKTRO AS;6;;Salg, service og installasjon innen elektrobransjen.;generic;elektrobransjen;installation;;
814084272;ELVIS ELEKTRO AS;11;;Elektroentreprenørvirksomhet. Kjøp og salg av elektroprodukter og andre tjenester som naturlig hører med. Eie og delta i andre selskaper;specific;delta eie elektroentreprenørvirksomhet elektroprodukter selskaper;;;
963942281;EM SYSTEMER AS;57;www.emsystemer.no;Utvikle, markedsføre, installere elektriske styringssystemer/automatikksystemer, samt yte service for samme, installasjons-, handels- og service virksomhet av elektrisk og elektroniske anlegg, samt deltagelse i andre selskaper/virksom- heter med det samme eller tilsvarende formål, og det som naturlig står i forbindelse.;specific;automatikksystemer deltagelse elektroniske handels- heter installasjons- installere markedsføre selskaper styringssystemer virksom- yte;installation, automation/industrial;;
919460350;EMIL OLSEN ELEKTRO AS;7;;Elektro, elektriske installasjoner.;boilerplate;;installation;;
921966660;EMONT AS;20;;Elektrisk installasjonsarbeid.;boilerplate;;installation;;
980066789;ENERGI TEKNIKK AS;25;www.energi-teknikk.no;Elektrisk installasjonsarbeid for småkraftverk, samt salg og service.;generic;småkraftverk;installation;;
998580250;ENERGIMESTEREN AS;9;;Fremstilling/salg av elektrotekniske systemer, eletrotekniske produkter og andre produkter som naturlig faller sammen med dette, herunder å delta i andre selskaper med lignende virksomhet, kjøp og salg av aksjer, eller på annen måte gjøre seg interessert i andre foretagender.;specific;elektrotekniske eletrotekniske faller foretagender fremstilling gjøre interessert måte seg systemer;;;
916519338;ENERGIPARTNER AS;97;energipartner.no;Ingeniør- og prosjektledertjenester innen byggeprosjekter. Elektrikertjenester. Installasjon av kuldeanlegg og varmepumper. Blikkenslagertjenester (ventilasjon, kanaler).;specific;blikkenslagertjenester byggeprosjekter elektrikertjenester ingeniør- kanaler kuldeanlegg prosjektledertjenester varmepumper ventilasjon;installation, solar/energy;;
918616462;ENERGO AS;5;;Elektriske innstallasjoner og diverse arbeid i forbindelese med dette. Inustri- automatisasjon. Reparasjon av elektriske produkter. Kulde/ varmeteknikk. Alt innen elektrisk- ingenier. Eksport og import av elektriske produkter.;specific;arbeid automatisasjon elektrisk- forbindelese ingenier innstallasjoner inustri- kulde reparasjon varmeteknikk;;;
930991376;ENERLISTA AS;9;;Tjenester innen telekommunikasjon, installasjon av teleutstyr, sam virksomhet som står i forbindelse med dette.;specific;sam teleko teleutstyr unikasjon;installation, security/telecom;;
978656633;ENGERDAL ELEKTRO AS;9;www.engerdal-elektro.no;Salg og installasjon av elektrisk materiell for bruk i boliger, industri og landbruk, samt annen virksomhet som naturlig hører sammen med dette, herunder investering i andre selskaper.;specific;boliger bruk industri landbruk materiell selskaper;installation, automation/industrial;;
924547561;ENVIRO ELEKTRO AS;14;;El-installasjoner.;generic;el-installasjoner;installation;;
881940612;ENØK TOTAL ELEKTRO AS;22;;Elektrisk installasjon, levering av tele-datatjenester, handel, erverv og drift av eiendommer samt alt hva dermed står i forbindelse, herunder gjennom aksjetegning eller på annen måte å delta i andre selskaper eller foretak.;specific;aksjetegning delta eiendo erverv foretak gjennom levering måte selskaper tele-datatjenester;installation, security/telecom, trade/retail;;
923816410;ERNST EISMANN AS;20;;Drive virksomhet innen elektroinstallasjon og hva herved er naturlig forbundet.;generic;forbundet;installation;;
979127669;ERV TEKNIKK EVJE AS;18;;Sterkstrøm og svakstrøminstallasjoner.;generic;sterkstrøm svakstrøminstallasjoner;security/telecom;;
936902928;ERV TEKNIKK MANDAL AS;5;;Elektrikertjenester. Rørleggertjenester. Installasjon av kuldeanlegg og varmepumper.;specific;elektrikertjenester kuldeanlegg rørleggertjenester varmepumper;installation, solar/energy;;
991305602;ERV TEKNIKK TJØRVES AS;14;;Rør- elektro installasjoner mot private marked, og industrimarkedet. Prosjekter service innen elektro og rør mot industrimarkedet.;specific;industrimarkedet marked rør rør-;installation, automation/industrial;;
989746278;ES ELEKTRO AS;19;www.eselektro.no;Elektriske installasjoner.;boilerplate;;installation;;
995612062;ESPEGARD ELEKTRO AS;7;www.espegard-elektro.no;Salg av varer og tjenester innen elektrobransjen, herunder å delta i annen virksomhet.;specific;delta elektrobransjen varer;;;
989208543;ESPESETH EL-INSTALLASJON AS;7;www.espeseth.no;Drive elektrisk installasjon, samt ved aksjetegning eller på annen måte gjøre seg interessert i andre foretagender.;specific;aksjetegning foretagender gjøre interessert måte seg;installation;;
935151651;ESS ELEKTRO AS;6;;Elektrikertjenester.;generic;elektrikertjenester;;;
943785260;ESS-INSTALLASJON AS;20;;Opplegg og vedlikehold av svakstrømanlegg til data og virksomhet som derved står i forbindelse.;specific;data derved opplegg svakstrømanlegg;security/telecom;;
933580288;EVO TEKNIKK AS;6;;Elektrikertjenester. Rørleggertjenester. Tømrer, oppføring og vedlikehold av bygninger.;specific;bygninger elektrikertjenester oppføring rørleggertjenester tømrer;;;
931704168;EVOLUTION (ELECTRONIC SECURITY SYSTEMS) NORWAY AS;8;;Levere, installere og vedlikeholde elektroniske sikkerhetssystemer hos selskapets kunder.;specific;elektroniske hos installere sikkerhetssystemer vedlikeholde;security/telecom;;
